466	Supported.
467	Supported.
468	Supported. Two episodes in the series were directed by Mike Clattenburg: "Fathers and Sons" and "Duchess of George."
469	The statement is not supported or refuted by the information provided in the table. It only shows the directors and writers of each episode, but not how many episodes each director directed.
470	Supported. Mike Clattenburg directed three episodes (1, 3, and 4) while Steve Scaini directed only one (11), so Clattenburg directed one more episode than Scaini.
471	Supported.
472	Supported.
473	Supported.
474	Refuted. Steve Dimarco and Robert Lieberman directed more than one episode.
475	Supported. Steve Scaini directed one more episode than Mike Clattenburg according to the table, with Scaini directing one episode (episode 11) and Clattenburg directing two (episodes 1 and 3).
476	Supported.
477	Supported.
478	Supported.
479	Supported. Chris Burke's transfer to Cardiff City in the winter transfer window is listed as a free transfer.
480	Supported. The table shows that 19 players were transferred during the summer window, while only 6 were transferred during the winter window.
481	Supported.
482	Supported.
483	Supported. Ten players (rows 2-7, 19, 27, 29) left Rangers FC at the end of their contracts or were transferred during the 2008-09 season.
484	Supported. Chris Burke is listed as a player who transferred to Cardiff City for free during the winter transfer window.
485	Supported
486	The statement is supported. According to the table, Melbourne scored 8.10 (58) as the away team, which was the lowest score among all away teams in the listed matches.
487	Supported
488	Supported. The crowd at the Fitzroy vs North Melbourne game was 7007, while the crowd at the Essendon vs Richmond game was 22251.
489	The statement is not supported or refuted by the information provided in the table. The average score of all the home teams cannot be calculated from the data given in the table.
490	There is no information in the table about the scores of away teams in general, so the statement cannot be verified or refuted.
491	Supported.
492	Supported. The table shows that the Collingwood vs Melbourne game had a crowd of 30883, which is the third largest crowd size out of the listed games in the 1972 VFL season.
493	The statement is supported. The attendance for the Fitzroy vs North Melbourne game was 7007, while the attendance for the Essendon vs Richmond game was 22251.
494	The statement cannot be determined from the information given in the table as it only displays data for a single round of matches in the 1972 VFL season and does not provide the average of all the home team scores across the entire season.
495	The statement cannot be determined from the information provided in the table.
496	Supported.
497	Supported. The party with the fewest total members is Clann na Talmhan with 3 members, and the party with 21 total members (Fianna Fáil) has 18 more members than Clann Na Talmhan.
498	Refuted. The table shows that there are three members from the University of Dublin in the 5th Seanad, but there are also members from other parties and nominated by the Taoiseach. Therefore, the University of Dublin is not the only group of origin made up entirely of members from one party.
499	Supported. The table shows that the most members nominated by the taoiseach (11) come from one party (independent).
500	Supported. The table shows that the industrial and commercial panel has 9 members, while the cultural and educational panel has 5 members, which is a difference of 4 members.
501	Supported. The agricultural panel has 2 members and the labour panel has 5 members according to the table.
502	Supported. The party with the highest number of members, Fianna Fáil, has a total of 21 members which is 9 more than the second largest party, Fine Gael, who has 9 members.
503	Supported. The table shows that the National University of Ireland panel only has three members, which is the smallest group among the panels. It is also the only panel that includes members from only two parties: Fianna Fáil with one member and Independent with two members.
504	Supported. The agricultural panel has the most members from one party, with 4 members from Fianna Fáil.
505	The statement is supported. According to the table, the administrative panel has 7 members, while the National University of Ireland only has 3 members. Therefore, the administrative panel has four more members than the National University of Ireland.
506	The statement is supported by the information provided in the table. ASC Diaraf lost to Stade Malien in the 1971 African Cup of Champions Clubs with an aggregate score of 3-4.
507	The statement is supported by the table. Young Africans won 2-0 against Lavori Publici in the 1971 African Cup of Champions Clubs.
508	The statement is supported by the information provided in the table.
509	The statement is supported. According to row 6 of the table, as Porto Novo scored no points against Victoria Club Mokanda, losing both the first and second legs 0-1 and 0-2 respectively.
510	The statement is supported. Canon Yaoundé scored 9 goals while their opponent, AS Solidarité, scored 4 goals, resulting in a difference of 5 points.
511	Supported. ASC Diaraf won against Stade Malien in the 1971 African Cup of Champions Clubs, as shown in row 4 of the table.
512	The statement is supported by the information provided in the table. The Young Africans team won 2-0 against Lavori Publici in the 1971 African Cup of Champions Clubs, but did not qualify for the next round after failing to score any points in the group stage.
513	Supported.
514	The statement is supported by the information in the table.
515	The statement is partially refuted. While it is true that Canon Yaounde did not score any points in their 2nd leg match against AS Solidarité, they did win the overall aggregate with 9-4.
516	The statement is supported. The highest attendance listed is 54137 and the lowest is 22616, which gives a difference of 31521.
517	The statement is not supported or refuted in the given table as it does not provide information about the Giants playing 7 games in the month of September.
518	Refuted. There are no games in the table that had a score of more than 10 points.
519	Supported. The table shows that on September 25, 2008, the Arizona Diamondbacks played against the Cardinals and lost with a score of 12-3. The pitcher listed as having the loss for that game is Rosales with a record of 1-1.
520	Supported. The attendance was over 50000 on September 5 against the Dodgers (52270) and on September 7 against the Dodgers (54137).
521	The statement is supported by the information provided in the table as there is no attendance number listed that exceeds 31,521 during the 2008 Arizona Diamondbacks season. However, it should be noted that the table only includes attendance numbers for 27 out of the 81 home games played during the season, so it is possible that the average attendance for all games played may be different.
522	The statement is not relevant to the information provided in the table. The table is about the 2008 Arizona Diamondbacks season and does not provide information on the number of games played by the Giants and the Cardinals in September.
523	Refuted. There are no games in the table that had a score higher than 10 points. The highest score listed is 13 points in the game against the Rockies on September 21.
524	Supported. The table shows that Johnson has 10 losses and Rosales has 1 loss, indicating that Rosales has fewer losses than Johnson.
525	The statement is supported. The table shows that the highest attendance of the season was on September 5, with 52,270 people in attendance for the game against the Dodgers.
526	Supported. The combined agg of the Saint-Louis FC vs Young Africans game is 2-7, which is the highest among all the featured games listed in the table.
527	The statement cannot be verified using the information provided in the table as there is no information on the scores of the 4th and 6th games specifically.
528	Supported. There are only two instances where the score for the 1st leg was 0 - 0. These are between ASC Police and AS Real Bamako, as well as between Port Autonome and Sporting Clube da Praia.
529	Supported. The table shows that Botswana Defence Force XI had an agg of 1-2 while Arsenal (Maseru) had an agg of 4-0, indicating that Arsenal had a higher aggregate score than Botswana Defence Force XI.
530	Supported.
531	The statement is supported. The game between team 1 Saint-Louis FC and team 2 Eleven Arrows FC has an aggregate score of 9, which is the highest among all the featured games in the table.
532	Supported. Both Port Autonome and Sporting Clube da Praia have higher scores than LPRC Oilers and Mighty Blackpool in the table.
533	The statement is supported by the information in the table. The row 7 shows that the two legs between Port Autonome and Sporting Clube da Praia both ended in a 0-0 draw, resulting in a total score of 0-0.
534	Supported. The table shows that Botswana Defence Force XI has the lowest aggregate score (1-2) in the season.
535	The statement cannot be verified based on the information provided in the table.
536	The statement is supported. The table shows that Lukáš Melich competed in the Olympic Games twice, in 2008 and 2012.
537	Supported.
538	Supported.
539	Supported.
540	The statement is not directly supported by the information in the table as it only provides data up until 2013 and does not include the last two competitions that Lukáš Melich participated in.
541	The statement is supported by row 10 in the table, which shows that Lukáš Melich placed 6th and threw 77.17 m at the 2012 Olympic Games in London, Great Britain.
542	Supported.
543	Supported.
544	Supported.
545	Refuted. Lukáš Melich threw for greater than 78 m at the 2012 Olympics with a distance of 77.17 m and at the 2013 World Championships with a distance of 79.36 m.
546	Supported.
547	Supported.
548	Supported.
549	The statement is refuted as one game on the 18th of June 1938 (Richmond vs Essendon) drew a crowd of more than 20000.
550	The statement is supported by the information in the table as all 3 home teams (Geelong, Fitzroy, St Kilda) had higher scores than the away teams they were playing (Hawthorn, South Melbourne, Melbourne).
551	Supported.
552	Supported.
553	Supported.
554	Refuted. The game between Richmond and Essendon on 18th June 1938 drew a crowd of 20,000 which is more than the minimum of 20,000 mentioned in the statement.
555	The statement is not verified or refuted by the information provided in the table as it does not explicitly show which home teams had the same scores as the away teams they were playing.
556	Supported. The table shows that Alberto Pagani has only won with two teams: Linto and MV Agusta.
557	Refuted. While Alberto Pagani did have wins in the 500cc class, he also had wins in other classes such as 350cc and 125cc.
558	Supported. According to the table, Alberto Pagani won twice in 1971 in the 500cc class, once with Linto and once with MV Agusta. This is the only instance where he won twice in one year.
559	The statement is not refuted, as the table shows that Alberto Pagani did not win any races in the years for which point totals are listed, so there are no races on record to determine his average points in races he wins. However, it is also not supported by the information provided.
560	Refuted. Alberto Pagani raced for Aermacchi only 4 times according to the table, so he did not race for Aermacchi more than any other team.
561	Supported. The table shows that Alberto Pagani only won with two teams, Linto and MV Agusta, and all before 1967.
562	Supported
563	Supported.
564	The statement is not supported by the information provided in the table as there is no data about Alberto Pagani's points and wins in the 250cc class races that he participated in.
565	Refuted. The table shows that Alberto Pagani has raced for Aermacchi only four times (in 1960 and 1961) and did not win any of those races. Therefore, he has not won all ten races with Aermacchi as stated in the statement.
566	Supported.
567	Supported.
568	Supported. The table shows that the New York Jets had 8 wins and 8 losses during the 1993 season.
569	Supported. The table shows that the New York Jets played the Denver Broncos in Week 1 of the 1993 season before playing the Miami Dolphins in Week 2.
570	The statement is supported by the information provided in the table. The attendance for the first game against the Miami Dolphins in 1993 was 70314, and the attendance for the second game against them is not provided. However, the statement claims that the attendance in the second game was 992 more than the first game, which cannot be refuted by the given information.
571	Supported.
572	The statement is supported.
573	Supported. The Jets won 8 games and lost 5 during the 1993 season, which is three more wins than losses.
574	The statement is supported. The table shows that the New York Jets played the Miami Dolphins in Week 2 of the 1993 season, before playing the Denver Broncos in Week 1.
575	The statement is not supported or refuted in the table, as there is no attendance data provided for the Jets' second game against the Patriots during the 1993 season.
576	Supported.
577	The statement is unsupported by the information provided in the table as it does not mention the uniform numbers of the starting quarterbacks.
578	Unsupported. The table provides information on the Cleveland Browns starting quarterbacks, but it does not mention anything about the number of tied games the team has had.
579	Supported.
580	Supported. Otto Graham has a winning percentage of 810.0, which means he has won 44 more games than he lost (57-13).
581	Supported. According to the table, Brian Sipe started 112 games while Bernie Kosar started 105 games, making the difference 8 games.
582	The statement is not fully supported or refuted in the given table as it does not provide information on the uniform numbers of all Cleveland Browns starting quarterbacks. However, it is possible to count that at least four quarterbacks in the table, Frank Ryan, Bill Nelsen, Milt Plum, and Babe Parilli, have had two different uniform numbers during their time as Browns starting quarterbacks.
583	Unsupported. The table does not provide information about the number of games the Cleveland Browns have tied, so the statement cannot be supported or refuted based on this table alone.
584	Supported.
585	Supported. Otto Graham has won 57 games, while Brady Quinn has won 3 games. Therefore, Graham has won 44 more games than Quinn.
586	Supported. No player finished under par according to the table.
587	Supported.
588	Supported. The table shows that both England and the United States had five players each in the 1981 Open Championship, as stated in the statement.
589	Supported.
590	Supported.
591	Supported.
592	Supported.
593	Supported.
594	Supported.
595	Supported. The table shows that only Vicente Fernández from Argentina achieved a top position (tied for 1st) without sharing it with any other player.
596	Supported. The table shows that the Milwaukee Brewers played the San Diego Padres four times during the 2005 season on September 1, September 2, September 3, and September 4.
597	The statement is supported.
598	The statement is not verified or refuted by the information provided in the table. Additional information is needed to confirm if there were indeed 4 games in the 2005 Milwaukee Brewers season where one team scored no points.
599	The statement is supported. According to the table, the Milwaukee Brewers played the Cardinals on September 23, 2005 and then played the Reds on September 26, 2005, which is one day after the Cardinals game.
600	Supported.
601	The statement is not supported nor refuted by the information provided in the table. The table shows the Milwaukee Brewers' opponents and scores for various games during the 2005 season, but it does not provide information on whether the Cubs were one of their opponents four times.
602	Supported.
603	Refuted. There are no games in the table where one team scored no points. The lowest score in a game is 0-2, achieved by the Milwaukee Brewers on September 25th against the St. Louis Cardinals.
604	The table does not provide information about the Milwaukee Brewers playing the Yankees in the 2005 season, so the statement is neither supported nor refuted.
605	Supported. The attendance column in the table shows that for most of the games listed, the attendance was above 30,000.
606	The statement is supported. According to the table, in 3 out of the 7 games listed (games 78, 79, and 81), Jordan Farmar led the team in assists while in 1 out of the 7 games listed (game 76), Deron Williams led the team in assists. The remaining 3 games do not show who led the team in assists. Therefore, it can be inferred that Jordan Farmar led the team in assists for more games than Deron Williams did.
607	Supported
608	The statement is supported by the information in the table. The only win the Nets had during the 2010-11 season was at the Prudential Center on April 5th against the Minnesota Timberwolves.
609	Supported.
610	Supported. The attendance for the game against Miami at the Prudential Center was 18711, which was higher than any other game listed in the table.
611	Supported. Brook Lopez led the team in assists in one game (April 5 vs. Minnesota) while Deron Williams led the team in assists in no games during the specified season.
612	Supported.
613	Supported. The table shows that the New Jersey Nets' only win during the 2010-11 season came against the Toronto Raptors at the Air Canada Centre.
614	Supported. Jordan Farmar led the team in points for the last five games listed in the table.
615	Supported. The game against Minnesota had an attendance of 13461, which is higher than the attendance for any other game listed in the table.
616	The statement is supported. Mark Brooks earned $430,000 for winning the 1996 PGA Championship, which was the most money earned by any player in that tournament.
617	Supported. Mark Brooks and Kenny Perry both had a score of 277, which was 11 strokes under par, making them tied for the lowest to par score in the tournament.
618	The statement is supported by the information provided in the table.
619	Supported. The table only lists one player from New Zealand, Frank Nobilo.
620	Supported. According to the table, Kenny Perry earned $170,000 less than Mark Brooks at the 1996 PGA Championship.
621	The statement is refuted. While Kenny Perry finished in second place, Mark Brooks earned the most money.
622	Supported.
623	The statement is refuted. There are multiple players listed in the table from the United States, not just Phil Mickelson.
624	The statement is refuted. The table shows that Nick Price, not Frank Nobilo, is also a player from Zimbabwe who participated in the 1996 PGA Championship.
625	Supported. Kenny Perry earned $170,000 less than Mark Brooks, as shown in the "money" column of the table.
626	Supported.
627	The statement is supported by the information provided in the table.
628	The statement is supported. Row 4 of the table shows that there were two zakspeed chassis made in the year 1987 - the zakspeed 861 and the zakspeed 871.
629	The statement is supported by the information provided in the table.
630	Supported.
631	The statement is partly supported by the table. While the table does not list multiple Yamaha V8 engines, it does confirm that the 1989 Zakspeed 891 chassis was indeed powered by a Yamaha V8 engine.
632	The statement is supported. According to the table, the zakspeed 841 chassis was the only chassis used by the team in the year 1985.
633	The statement is supported by the information in the table as it shows that there were two zakspeed chassis, the 861 and 871, made in 1987.
634	The statement is supported by the information in the table. Row 3 shows that the zakspeed 861 chassis was made in 1986, and row 4 shows that it was also made in 1987.
635	Supported. The table shows that Flamengo and Fluminense both have 13 points, putting them in the top two positions with an equal number of points.
636	Supported. Flamengo and Fluminense have the same number of points but are separated by a goal difference.
637	Supported. Four teams (Portuguesa, Botafogo, Vasco da Gama, and América) have a minus goal difference, while only four (Flamengo, Fluminense, Corinthians, and Palestra Itália) have scored more goals than those against them.
638	The statement is not fully supported or refuted by the information provided in the table. While it is possible that two of the teams have the same number of goals scored against them, the table does not explicitly state this information. It only provides data on the number of goals scored against each team throughout the season. Without further context, it is unclear which two teams may have the same number of goals scored against them.
639	Supported.
640	Supported. Flamengo and Fluminense are in the first and second positions with Flamengo having 13 points and Fluminense having 13 points but with a difference of 2 in the against column.
641	The statement is supported by the table. Fluminense is in second place with 13 points, which is less than Flamengo, who is in first place with 13 points as well. Additionally, the difference column shows that Fluminense has a goal difference of 10, which is two goals less than Flamengo's goal difference of 8.
642	Supported. Only 2 teams have a minus goal difference (Portuguesa and América), while more than 5 teams have scored more goals against them (Portuguesa, Botafogo, Vasco da Gama, América, and São Paulo).
643	Refuted. The table does not provide information on the number of goals scored against each team by other teams, which is necessary to determine whether over three teams have the same number of goals scored against them.
644	Supported. None of the teams have tied on points and the difference between most teams is more than 1 goal.
645	The statement is supported by the table as there is no home team score higher than Geelong's score of 90.
646	The statement is supported. According to the table, Melbourne scored 94 points as the away team, which is the highest away team score in the listed matches.
647	Supported. The table shows that North Melbourne and Footscray scored an equal amount of points (9.14 (68)) at the game taking place at Arden Street Oval on August 14th, 1954.
648	The statement is not supported or refuted by the information in the table as it does not provide the scores for Collingwood and Carlton playing against each other.
649	Supported.
650	The statement is not supported or refuted by the information in the table as it does not provide the scores of Collingwood and Geelong playing against each other.
651	Refuted. While Fitzroy is mentioned in the table, their away team score is not the highest. Melbourne scored the highest away team score with 15.4 (94) in their match against Richmond.
652	Supported. The table shows that in the game between St Kilda and Fitzroy at Junction Oval on August 14, 1954, the home team (St Kilda) scored 92 points and the away team (Fitzroy) scored 69 points, which means the score was not unequal and the statement is true.
653	The statement is not supported or refuted by the information provided in the table as there is no data for a game between Collingwood and Carlton during the 1954 VFL season.
654	Supported.
655	Supported.
656	Supported.
657	Supported. Both 斤 and 担 / 擔 have relative values that are greater than 1, with 斤 having a relative value of 1 and 担 / 擔 having a relative value of 100.
658	The statement is supported by the information provided in the table.
659	Supported.
660	The statement is supported by the table as it shows that the 厘 and 分 have different imperial values.
661	Supported
662	Supported. Both 斤 and 担 / 擔 have the same relative value of 1 in the table, meaning they are equivalent to each other in terms of their relative value in the Chinese units of measurement.
663	Supported.
664	Supported.
665	The statement is supported by the information provided in the table. Manchester United has been in 2nd league position since 17 November 2005, which is reflected in the "league position" column of every row from row 14 to row 39.
666	The statement is not directly supported or refuted by the information provided in the table as it only includes matches played during the 2005-06 season and does not specifically mention games played against Portsmouth.
667	The statement is supported. Row 21 of the table shows that Manchester United lost to Blackburn Rovers on 1 February 2006 with a score of 3-4, and row 38 shows they lost to Blackburn Rovers again on 29 April 2006 with a score of 0-1.
668	The statement is not fully supported or refuted by the information provided in the table. The table provides attendance figures for 39 games during the 2005-06 season, but it does not specify which games had an attendance of 60000 or more. Therefore, it is impossible to determine if there were indeed 19 games with an attendance of 60000 or more since 13 August 2005.
669	Supported. The game with the lowest attendance happened on 11 February 2006, with only 20,206 people in attendance, as stated in row 27 where the opponents were Portsmouth and the match was played away (h/a = a).
670	The statement is not supported nor refuted in the table as it does not include any matches against Portsmouth after September 10, 2005.
671	Supported. The table shows that Manchester United played Blackburn Rovers twice during the 2005-06 season, on 24 September 2005 and 1 February 2006. Both matches ended in draws, with Blackburn Rovers scoring 2 goals in each match. Therefore, Manchester United drew all matches with Blackburn Rovers during this time period.
672	Supported.
673	The statement is refuted. The last game of the season is not listed in the table. The table only goes up to May 7, 2006, with no mention of any games beyond that date.
674	The statement is supported. The table shows that the Texas Rangers played the Mariners on September 8, September 9, and September 10, 2006.
675	Refuted. The table shows that games were played in September, but it also shows that games were played in October.
676	Supported.
677	The statement is supported.
678	Supported. While the specific games where the final score was 8-1 are not listed in the table, there are multiple games where the Rangers won by a score of 8-1, indicating that the statement is true.
679	The statement is supported. The table shows that the Texas Rangers played the Angels nine times during the 2006 season.
680	The statement is refuted. The table shows games played in September of the 2006 season, not the 2007 season.
681	The statement is not supported nor refuted by the information provided in the table as it only covers games from the 2006 season, and the statement refers to two different games in the 2007 season.
682	The statement is not supported or refuted as there is no information provided in the table about the Texas Mariners playing the Tigers in the 2008 season. The table is for the 2006 Texas Rangers season.
683	The statement is neither supported nor refuted by the information provided in the table. The table only lists scores for specific games and does not provide information about other baseball games.
684	Supported. The episode titled "Gary and Allison Brooks" had the highest viewership of the season, with a 2.7 / 7 rating in the 18-49 demographic and 8.14 million viewers.
685	Supported.
686	Supported.
687	Supported. According to the table, four episode titles include the names of both Gary and Allison in season 1 of Gary Unmarried.
688	The statement is not related to the information provided in the table, so it cannot be supported or refuted.
689	Supported
690	The statement is supported.
691	The statement is not supported by the table as it shows that Gary Unmarried aired on Wednesdays at 8:30 pm, not Fridays at 8:00 pm.
692	Supported.
693	The statement is supported. No episodes of Gary Unmarried aired in December 2009 according to the table.
694	Insufficient information is given in the table to either support or refute the statement. Only a portion of the games played by the Boston Celtics during the 1984-85 season are listed in the table.
695	Supported. The table shows that in the 1984-85 season, the New York Knicks lost both games against the Boston Celtics (games 34 and 35), indicating that they did not win a game against the Celtics.
696	The statement is supported. The table shows that the Boston Celtics played eight games during the specified season at the Boston Garden.
697	Supported. The Boston Celtics scored 131 points against the Detroit Pistons on January 29th, 1985, which is the highest score achieved against them during the 1984-85 season.
698	The statement is supported by the information provided in the table. The only game played between the Chicago Bulls and the Boston Celtics during the 1984-85 season took place at the Boston Garden.
699	The statement is not fully supported or refuted by the information provided in the table as it only includes a partial record of the Boston Celtics' games in the 1984-1985 season.
700	The statement is not addressed in the table, so it cannot be determined whether it is supported or refuted.
701	The statement is unsupported as the table only provides information on the location of the games for the first 46 games of the season and does not give enough information to determine if less than half of the games were played in the Boston Garden.
702	The statement is supported. The table shows that in game 46, played on January 30th against the Philadelphia 76ers, the Boston Celtics scored 104 points, which is their lowest score in the 1984-85 season.
703	The statement is not supported or refuted by the information provided in the table.
704	Supported. The table indicates that six players from the United States have been on the Utah Jazz roster at some point in their history.
705	The statement is not related to the information provided in the table and cannot be verified.
706	Supported
707	Supported.
708	Supported.
709	The statement is refuted as the table shows that the Utah Jazz had more than three players from the United States throughout their all-time roster.
710	Supported.
711	Supported.
712	The statement is not supported or refuted by the information provided in the table. There is no clear indication of the number of players from each country, so it is impossible to determine which country contributed the most players.
713	Supported. The table shows that after 1985, the United States contributed two players to the Utah Jazz roster, with Rafael Araújo being the most recent.
714	The statement is supported. "Arienai kisu" was broadcasted 7 days after the title with the earliest broadcast date (which was "omae ga hosii" on May 10, 2010), and its broadcast date was May 17, 2010.
715	Supported.
716	The statement is supported by the table.
717	Unsupported. The statement mentions a title called "fukusyū no puropōzu" and compares its ratings to the title with the most recent broadcast date. However, the table provided only includes ratings for a title called "tsuki no koibito." Therefore, it is impossible to verify the statement with the information provided in the table.
718	Supported. The episode titled "suki to ietara iinoni" had 4% higher ratings than the episode with the lowest ratings, which is "saishūshōjomakuwakare".
719	Supported. The episode "arienai kisu" was broadcasted 14 days after the title with the earliest broadcast date ("omae ga hosii").
720	Supported. The ratings for "arienai kisu" (19.2%) are 5.8% higher than the ratings for the title with the earliest broadcast date, "omae ga hosii" (22.4-5.8=16.6%).
721	Supported.
722	Supported. Fukusyū no puropōzu had a ratings of 15.6% which is higher than any of the ratings for episodes of tsuki no koibito listed in the table.
723	Supported. The episode "Suki to Ietara Iinoni" had 5.8% higher ratings than the episode with the lowest ratings (13.4%).
724	Supported. The South Dragons had the highest percentage of games won and the lowest number of games lost, compared to the other teams in the 2008-09 NBL season.
725	Supported. The Melbourne Tigers and the South Dragons both have a 66.67% winning percentage in their away games during the 2008-09 NBL season.
726	Supported. The New Zealand Breakers lost 12 games while the Melbourne Tigers lost 10 games in the 2008-09 NBL season, which means the Breakers lost two games more than the Tigers.
727	Supported. The table shows that the Gold Coast Blaze had the worst record in the 2008-09 NBL season with 22 losses and a percentage of only 26.67% of games won.
728	Supported. Both the Perth Wildcats and Townsville Crocodiles have 13 losses in the 2008-09 NBL season, according to row 5 and row 6 of the table.
729	Supported.
730	Supported. Both the Melbourne Tigers and South Dragons have home records of 11-4, as indicated in the "home" column of the table.
731	The statement is supported. The New Zealand Breakers had 12 losses during the 2008-09 NBL season, while the Melbourne Tigers had 10 losses. The difference between their number of losses is two, as stated in the statement.
732	Supported. The table shows that the Gold Coast Blaze had the most losses (22) but their % points and % won were the lowest. Therefore, they had the worst record in the season.
733	Supported. Both the Perth Wildcats and Townsville Crocodiles have a record of 13 wins and the same percentage of games won, according to the table.
734	Supported.
735	Supported. The match against Sheffield United had an attendance of 38,433, which is the highest attendance listed in the table.
736	The statement is supported.
737	The statement is supported. The match on 14 April 2001 against Crystal Palace was a victory (4-1), while the one on 24 February 2001 against Preston North End was a loss (0-2).
738	The statement is not directly supported or refuted by the information provided in the table. While the table shows the dates of each match, it does not explicitly state the time between consecutive matches. Therefore, additional information would be needed to verify the statement.
739	The statement is supported.
740	The statement is supported by the information provided in row 22 of the table, which shows that the match against Birmingham City had an attendance of 14,695, which is the highest attendance recorded in the table.
741	Supported.
742	The statement is supported by the table, as there are two matches listed with victories for Sheffield Wednesday on April 14, 2001 and February 24, 2001.
743	The statement is not supported by the information provided in the table as there are several instances where the time between two consecutive matches is less than two days, such as between rows 3 and 4, between rows 4 and 5, and between rows 27 and 28.
744	Supported.
745	The statement is supported by the information provided in the table.
746	The statement is supported by the table.
747	The statement is supported by the information provided in the table.
748	Supported. The table shows that Olga Govortsova advanced to the third round in the French Open in both 2008 and 2009.
749	The statement is not supported by the information provided in the table.
750	Supported. The table shows that Olga Govortsova has never advanced past the second round in any Grand Slam tournament.
751	The statement is not completely supported by the table. Olga Govortsova won at least five grand slam tournament matches in a year only in 2008 and 2009. In the years 2007, 2010, and 2011, she won less than five grand slam tournament matches.
752	The statement is supported by the table. Olga Govortsova's year-end rankings from 2007 to 2011 have consistently gone up.
753	Supported. The table shows that Olga Govortsova advanced to the third round in the French Open for five consecutive years from 2007 to 2011.
754	Supported.
755	Supported. There are 8 win results and 6 loss results in the table, indicating that there were more win results than loss results.
756	Supported
757	The statement is supported by the information in the table. Tim Lajcik won against Joe Campanella in a match with a shorted time at the IFC WC 7 event. Row 8 in the table shows that Lajcik won the match by TKO in just 18 seconds.
758	Refuted. The match with the longest time was a win against Eugene Jackson, not a loss.
759	The statement is supported.
760	Supported.
761	Supported. According to the table, 15 matches were played and more than two matches (i.e., at least 3 matches) were played through three rounds, as indicated in the statement.
762	Supported. The table shows that Tim Lajcik won a match with a time of 2:23 against opponent Borislav Jeliazkov, which is the shortest time among all the matches listed.
763	The statement is not supported by the information provided in the table. While Tim Lajcik did defeat David Ross by TKO in one of his matches, the table does not provide any information about which match had the longest time, nor does it suggest that the match against David Ross had the longest time.
764	Supported. The table shows that Carmelo Anthony was the leading scorer for the Nuggets in 12 out of the 13 games played in November.
765	Supported - The table shows that the Nuggets won all six games played at the Pepsi Center during this span.
766	Supported. Attendance at the Pepsi Center for all games mentioned in the table was over 15000.
767	The statement is supported by the information provided in the table. Denver did not lose more than one game in a row during November.
768	Supported. According to the table, Chauncey Billups led or tied for the lead in assists in 10 out of the 13 games listed.
769	Supported. The high points column in the table shows that Carmelo Anthony was the leading scorer in 10 out of the 13 games played in November.
770	The statement is supported.
771	The statement is supported. The attendance for all games at the Pepsi Center is not provided in the table, but the attendance for each individual game is, and the highest attendance listed is 19,359, which is over 19,000.
772	The statement is supported. Denver lost to the Hawks on November 7th and to the Clippers on November 20th, breaking a winning streak in both instances.
773	Supported.
774	Supported. The attendance figure for game 50 on February 9 against Washington was 12376, which is the lowest attendance figure for a game during the 2009-10 Charlotte Bobcats season.
775	The statement is supported. Stephen Jackson led the team in points for the most games during the 2009-10 Charlotte Bobcats season, as shown in multiple rows of the table.
776	Supported
777	Supported. Raymond Felton led the team in assists in games 47, 49, 53, and 55.
778	Supported.
779	Supported. The attendance figure of 12376 appears in row 5 of the table.
780	The statement is not fully supported or refuted by the information in the table. We can see from the table that Stephen Jackson led the team in points for at least 5 out of the 10 games listed (games 48, 49, 50, 52, and 54). However, we do not have information for the remaining games in the season, so it is possible that Stephen Jackson led the team in points for less than half of the total games played.
781	Supported. The table shows that the highest number of rebounds by a Bobcats player in one game in the 2009-10 season was 20 by Gerald Wallace during the February 22 game against the LA Clippers.
782	The statement is not fully supported or refuted. The table only provides information about Raymond Felton's number of assists in 8 games out of 82 total games in the season. It is not clear how many times he led the team in assists in the remaining 74 games.
783	The statement is not supported by the information provided in the table. The record column shows that the Charlotte Bobcats had both wins and losses during the 2009-10 season, but it does not provide the exact number of wins and losses.
784	Supported.
785	Supported.
786	The statement is supported. The table shows that the Hurricanes had 3 ties in the 2008 season, which is the highest number of ties in any season listed.
787	Supported. The table shows that the Dundee Hurricanes won 6 games in both 2003 and 2004.
788	Supported. The final position of the Dundee Hurricanes in the 2009 season was 5th out of 7 teams, which is the lowest final position among all the seasons listed in the table.
789	The statement is supported by the table as it shows that the Dundee Hurricanes only won 50% of their games in 2007 and did not get promoted to a higher division.
790	Supported.
791	Supported. The table shows that the Hurricanes had 0 ties in 2003, which is their highest number of ties in a season according to the statement.
792	The statement is supported.
793	The statement is not fully supported or refuted as the table only provides information on completion dates for some of the projects and not all.
794	The statement is not supported or refuted by the information provided in the table as it does not indicate which two projects were proposed but never listed and never completed.
795	Supported.
796	The statement is supported. The Potter Co site in Copiah was proposed but has not yet been listed in the table.
797	Supported. The table lists the Flowood site and the Newsom Brothers/Old Reichhold Chemicals site as superfund sites in Mississippi and indicates that construction was completed in 1993 and 1997, respectively.
798	Supported. The table lists three sites (msd980710941, msd980840045, and msd056029648) that had construction completion dates between 1993-1997.
799	The statement is not supported or refuted based on the information provided in the table. None of the rows in the table specifically mention projects proposed and listed during 1993 that were not completed.
800	Supported. The table shows that there was a Superfund site in Rankin County, listed as the Flowood site, with proposed and listed dates of 09/08/1983 and 09/21/1984, respectively.
801	Supported. The table shows that Potter Co in Copiah was proposed on 05/10/1993 but there is no information on when it was listed, indicating that it was the last to be listed among the sites listed in the table.
